Name,Image URLs,Front,Back,Text,Cost,Defense,Level,Faction,Type,Role,Set Name,Set Qty,Artist
Cleric,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-141-cleric-health.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-142-cleric-health-back.jpg,,,"7 Health
|
+14 Health",,,1|2,,Additional Health,Hero,Campaign Deck: Ruin of Thandar,1,Dhennis I. Balontong
Fighter,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-143-fighter-health.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-144-fighter-health-back.jpg,,,"+9 Health
|
+18 Health",,,1|2,,Additional Health,Hero,Campaign Deck: Ruin of Thandar,1,Dhennis I. Balontong
Ranger,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-145-ranger-health.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-146-ranger-health-back.jpg,,,"+8 Health
|
+16 Health",,,1|2,,Additional Health,Hero,Campaign Deck: Ruin of Thandar,1,Jimmy Tayag | Haroon Akram
Thief,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-147-thief-health.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-148-thief-health-back.jpg,,,"+6 Health
|
+12 Health",,,1|2,,Additional Health,Hero,Campaign Deck: Ruin of Thandar,1,Jimmy Tayag | Dhennis I. Balontong
Wizard,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-149-wizard-health.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-150-wizard-health-back.jpg,,,"+5 Health
|
+10 Health",,,1|2,,Additional Health,Hero,Campaign Deck: Ruin of Thandar,1,Dhennis I. Balontong | Haroon Akram
Veteran Follower,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-151-veteran-follower.jpg,,,"<i>Replaces: Follower</i>
Expend:
Gain 3 Combat.",,Guard 1,,,Cleric Champion ◆ Human,Treasure,Campaign Deck: Ruin of Thandar,1,Antonis Papantoniou
Redeemed Ruinos,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-152-redeemed-ruinos.jpg,,,"When this champion becomes stunned, draw a card. <hr> Expend:
Gain 2 Health.",,1,,,Cleric Champion ◆ Human,Treasure,Campaign Deck: Ruin of Thandar,1,Grant Griffin
Everburning Candle,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-153-everburning-candle.jpg,,,"<i>Replaces: Gold</i>
Gain 1 Gold. Gain 3 Health.
<i>or</i>
Put a champion without a cost <i>(such as Follower)</i> from your discard pile into your hand.",,,,,Cleric Item ◆ Candle,Treasure,Campaign Deck: Ruin of Thandar,1,Ksenia Kozhevnikova
Brightstar Shield,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-154-brightstar-shield.jpg,,,"Draw a card.
Attach this to a friendly champion in your area or in a nearby area. It has +2 Defense. <i>(When that champion leaves play, put this into your discard pile.)</i>",,,,,Cleric Item ◆ Shield ◆ Attachment,Treasure,Campaign Deck: Ruin of Thandar,1,Shen Fei
Seasoned Shield Bearer,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-155-seasoned-shield-bearer.jpg,,,"<i>Replaces: Shield Bearer</i>
<i>Your shield again, my liege.</i>",,Guard 5,,,Fighter Champion ◆ Human,Treasure,Campaign Deck: Ruin of Thandar,1,Antonis Papantoniou
Double-Bladed Axe,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-156-double-bladed-axe.jpg,,,"Gain 3 Combat.
+3 Combat for each minion in your area.
<i>(In PVP, +3 Combat for each opposing guard.)</i> <hr> The more the messier.",,,,,Fighter Item ◆ Melee Weapon ◆ Axe,Treasure,Campaign Deck: Ruin of Thandar,1,Marius Bota
Hand Scythe,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-157-hand-scythe.jpg,,,"<i>Replaces: Gold</i>
Gain 1 Gold.
Deal 3 damage to target minion in your area.
<i>(In PVP, target an opposing guard.)</i>",,,,,Fighter Item ◆ Melee Weapon ◆ Scythe,Treasure,Campaign Deck: Ruin of Thandar,1,Grant Griffin
Jagged Spear,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-158-jagged-spear.jpg,,,"Gain 4 Combat. <hr> Sacrifice:
Deal 4 damage to target master or minion not in your area.
<i>(In PVP, target an opposing player or non-guard champion.)</i>",,,,,Fighter Item ◆ Melee Weapon ◆ Spear,Treasure,Campaign Deck: Ruin of Thandar,1,Rendi Arrahman
Honed Black Arrow,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-159-honed-black-arrow.jpg,,,"<i>Replaces: Black Arrow</i>
Gain 3 Combat.
If you have a bow in play, draw a card.",,,,,Ranger Item ◆ Arrow,Treasure,Campaign Deck: Ruin of Thandar,1,Antonis Papantoniou
Light Crossbow,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-160-light-crossbow.jpg,,,"<i>Replaces: Gold</i>
Gain 1 Gold. Gain 1 Combat.",,,,,Ranger Item ◆ Ranged Weapon ◆ Bow,Treasure,Campaign Deck: Ruin of Thandar,1,Johnny Morrow
Snake Pet,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-161-snake-pet.jpg,,,"Expend:
Stun target minion in your area or draw a card.
<i>(In PVP, you may also target an opposing guard.)</i> <hr> <i>He’s not great around people.</i>",,1,,,Ranger Champion ◆ Snake,Treasure,Campaign Deck: Ruin of Thandar,1,Johnny Morrow
Unending Quiver,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-162-unending-quiver.jpg,,,"You may put an arrow from your discard pile into your hand.
Draw a card.",,,,,Ranger Item ◆ Magic Quiver,Treasure,Campaign Deck: Ruin of Thandar,1,Melvin Chan
Keen Throwing Knife,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-163-keen-throwing-knife.jpg,,,"<i>Replaces: Throwing Knife</i>
Gain 3 Combat.
+2 Combat for each knife you’ve already played this turn.",,,,,Thief Item ◆ Ranged Weapon ◆ Knife,Treasure,Campaign Deck: Ruin of Thandar,1,Antonis Papantoniou
Sacrificial Dagger,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-164-sacrificial-dagger.jpg,,,"Gain 1 Gold. Gain 1 Combat.
You may sacrifice a card in your hand. <hr> <i>Nothing personal.</i>",,,,,Thief Item ◆ Melee Weapon ◆ Dagger,Treasure,Campaign Deck: Ruin of Thandar,1,Ksenia Kozhevnikova
Enchanted Garrote,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-165-enchanted-garrote.jpg,,,"<i>Replaces: Gold</i>
Gain 1 Gold.
Deal 4 damage to target minion in a nearby area.
<i>(In PVP, target an opposing non-guard champion.)</i>",,,,,Thief Item ◆ Magic Melee Weapon ◆ Garrote,Treasure,Campaign Deck: Ruin of Thandar,1,Rainer Petter
Knife Belt,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-166-knife-belt.jpg,,,"Gain 1 Gold.
Draw a card for each knife you have in play. <hr> It helps me cut a fine figure.",,,,,Thief Item ◆ Belt,Treasure,Campaign Deck: Ruin of Thandar,1,Antonis Papantoniou
Blazing Staff,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-167-blazing-staff.jpg,,,"<i>Replaces: Fire Staff</i>
Gain 3 Combat.
If you have two or more actions in play, draw a card.",,,,,Wizard Item ◆ Magic Weapon ◆ Staff,Treasure,Campaign Deck: Ruin of Thandar,1,Antonis Papantoniou
Serpentine Staff,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-168-serpentine-staff.jpg,,,"<i>Replaces: Gold</i>
Gain 1 Gold.
Deal 2 damage to each minion in target area.
<i>(In PVP, damage each opposing champion.)</i>",,,,,Wizard Item ◆ Magic Ranged Weapon ◆ Staff,Treasure,Campaign Deck: Ruin of Thandar,1,Rainer Petter
Silverskull Amulet,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-169-silverskull-amulet.jpg,,,"Gain 2 Gold. <hr> Sacrifice:
Draw a card.",,,,,Wizard Item ◆ Magic Amulet,Treasure,Campaign Deck: Ruin of Thandar,1,Apsara
Arcane Wand,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-170-arcane-wand.jpg,,,"Draw a card.
For the rest of the turn, whenever you play an action, gain 1 Combat.",,,,,Wizard Item ◆ Magic Weapon ◆ Wand,Treasure,Campaign Deck: Ruin of Thandar,1,Johnny Morrow
Ruinos Disciple,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-171-ruinos-disciple-blue.jpg,,,"Expend:
Gain 3 Combat. <hr> <i>The Necros believe demons are a means to <u>an</u> end. The Ruinos believe demons are a means to <u>the</u> end.</i>",,3,,Blue,Minion ◆ Human Fanatic,Setting,Campaign Deck: Ruin of Thandar,1,Johnny Morrow
Ruinos Disciple,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-172-ruinos-disciple-red.jpg,,,"Expend:
Gain 3 Combat. <hr> <i>The Necros believe demons are a means to <u>an</u> end. The Ruinos believe demons are a means to <u>the</u> end.</i>",,,,Red,Minion ◆ Human Fanatic,Setting,Campaign Deck: Ruin of Thandar,1,Johnny Morrow
Ruinos Disciple,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-173-ruinos-disciple-green.jpg,,,"Expend:
Gain 3 Combat. <hr> <i>The Necros believe demons are a means to <u>an</u> end. The Ruinos believe demons are a means to <u>the</u> end.</i>",,,,Green,Minion ◆ Human Fanatic,Setting,Campaign Deck: Ruin of Thandar,1,Johnny Morrow
Ruinos Disciple,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-174-ruinos-disciple-yellow.jpg,,,"Expend:
Gain 3 Combat. <hr> <i>The Necros believe demons are a means to <u>an</u> end. The Ruinos believe demons are a means to <u>the</u> end.</i>",,,,Yellow,Minion ◆ Human Fanatic,Setting,Campaign Deck: Ruin of Thandar,1,Johnny Morrow
Ruinos Enforcer,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-175-ruinos-enforcer-green.jpg,,,"Elite <i>(Put this minion into the master’s area.)</i> <hr> Expend:
Gain 5 Combat.",,Guard 5,,Green,Minion ◆ Human Fanatic,Setting,Campaign Deck: Ruin of Thandar,1,Grant Griffin
Ruinos Enforcer,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-176-ruinos-enforcer-yellow.jpg,,,"Elite <i>(Put this minion into the master’s area.)</i> <hr> Expend:
Gain 5 Combat.",,,,Yellow,Minion ◆ Human Fanatic,Setting,Campaign Deck: Ruin of Thandar,1,Grant Griffin
Ruinos Enforcer,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-177-ruinos-enforcer-red.jpg,,,"Elite <i>(Put this minion into the master’s area.)</i> <hr> Expend:
Gain 5 Combat.",,,,Red,Minion ◆ Human Fanatic,Setting,Campaign Deck: Ruin of Thandar,1,Grant Griffin
Biting Imp,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-178-biting-imp-blue.jpg,,,"When you play a Necros card, stun this minion. <hr> Expend:
Discard an item.",,4,,Blue,Minion ◆ Imp,Setting,Campaign Deck: Ruin of Thandar,1,Grzegorz Pedrycz
Biting Imp,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-179-biting-imp-green.jpg,,,"When you play a Necros card, stun this minion. <hr> Expend:
Discard an item.",,,,Green,Minion ◆ Imp,Setting,Campaign Deck: Ruin of Thandar,1,Grzegorz Pedrycz
Biting Imp,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-180-biting-imp-red.jpg,,,"When you play a Necros card, stun this minion. <hr> Expend:
Discard an item.",,,,Red,Minion ◆ Imp,Setting,Campaign Deck: Ruin of Thandar,1,Grzegorz Pedrycz
Biting Imp,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-181-biting-imp-yellow.jpg,,,"When you play a Necros card, stun this minion. <hr> Expend:
Discard an item.",,,,Yellow,Minion ◆ Imp,Setting,Campaign Deck: Ruin of Thandar,1,Grzegorz Pedrycz
Twisting Bolt,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-182-twisting-bolt-blue.jpg,,,This deals 10 damage to you. A nearby player may choose to suffer the damage instead.,,,,Blue,Action ◆ Curse,Setting,Campaign Deck: Ruin of Thandar,1,Dhennis Balontong
Twisting Bolt,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-183-twisting-bolt-favored.jpg,,,This deals 10 damage to you. A nearby player may choose to suffer the damage instead.,,,,Favored,Action ◆ Curse,Setting,Campaign Deck: Ruin of Thandar,1,Dhennis Balontong
Charging Drunk,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-184-charging-drunk-blue.jpg,,,"Unaware <i>(Nearby players deal double damage to this minion.)</i> <hr> Expend:
Gain 4 Combat.",,4,,Blue,Minion ◆ Human Drunk,Encounter 1,Campaign Deck: Ruin of Thandar,1,Shen Fei
Charging Drunk,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-185-charging-drunk-red.jpg,,,"Unaware <i>(Nearby players deal double damage to this minion.)</i> <hr> Expend:
Gain 4 Combat.",,,,Red,Minion ◆ Human Drunk,Encounter 1,Campaign Deck: Ruin of Thandar,1,Shen Fei
Charging Drunk,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-186-charging-drunk-green.jpg,,,"Unaware <i>(Nearby players deal double damage to this minion.)</i> <hr> Expend:
Gain 4 Combat.",,,,Green,Minion ◆ Human Drunk,Encounter 1,Campaign Deck: Ruin of Thandar,1,Shen Fei
Charging Drunk,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-187-charging-drunk-yellow.jpg,,,"Unaware <i>(Nearby players deal double damage to this minion.)</i> <hr> Expend:
Gain 4 Combat.",,,,Yellow,Minion ◆ Human Drunk,Encounter 1,Campaign Deck: Ruin of Thandar,1,Shen Fei
Crazed Bartender,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-188-crazed-bartender.jpg,,,"Unaware <i>(Nearby players deal double damage to this minion.)</i> <hr> Expend:
Gain 8 Combat.",,8,,Green,Minion ◆ Human Bartender,Encounter 1,Campaign Deck: Ruin of Thandar,1,Grzegorz Pedrycz
Broken Tables and Chairs,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-189-broken-tables-and-chairs-blue.jpg,,,"Your area is Blocked Off. <i>(You can’t fight, heal, or target outside your area, and other players can’t fight, heal, or target inside your area.)</i>
You may expend one of your champions to clear this hazard.",,,,Blue,Hazard,Encounter 1,Campaign Deck: Ruin of Thandar,1,David Nash
Broken Tables and Chairs,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-190-broken-tables-and-chairs-favored.jpg,,,"Your area is Blocked Off. <i>(You can’t fight, heal, or target outside your area, and other players can’t fight, heal, or target inside your area.)</i>
You may expend one of your champions to clear this hazard.",,,,Favored,Hazard,Encounter 1,Campaign Deck: Ruin of Thandar,1,David Nash
Temporary Insanity,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-191-temporary-insanity-red.jpg,,,"For each nearby player, sacrifice the top card of the market deck. Make a villainous attack against that player with Combat equal to the card’s Gold.
<i>(Ignore Blocked Off players. If you are Blocked Off or if there aren’t any available nearby players, attack your area instead.)</i>",,,,Red,Action ◆ Curse,Encounter 1,Campaign Deck: Ruin of Thandar,1,Jaime Tayag
Temporary Insanity,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-192-temporary-insanity-yellow.jpg,,,"For each nearby player, sacrifice the top card of the market deck. Make a villainous attack against that player with Combat equal to the card’s Gold.
<i>(Ignore Blocked Off players. If you are Blocked Off or if there aren’t any available nearby players, attack your area instead.)</i>",,,,Yellow,Action ◆ Curse,Encounter 1,Campaign Deck: Ruin of Thandar,1,Jaime Tayag
Ruinos Vampire,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-193-ruinos-vampire-red.jpg,,,"Expend:
Gain 4 Combat. Gain 4 Health. <hr> <i>Your blood shall feed our cause.</i>",,4,,Red,Minion ◆ Vampire Fanatic,Encounter 2,Campaign Deck: Ruin of Thandar,1,Rainer Petter
Ruinos Vampire,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-194-ruinos-vampire-blue.jpg,,,"Expend:
Gain 4 Combat. Gain 4 Health. <hr> <i>Your blood shall feed our cause.</i>",,,,Blue,Minion ◆ Vampire Fanatic,Encounter 2,Campaign Deck: Ruin of Thandar,1,Rainer Petter
Ruinos Vampire,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-195-ruinos-vampire-yellow.jpg,,,"Expend:
Gain 4 Combat. Gain 4 Health. <hr> <i>Your blood shall feed our cause.</i>",,,,Yellow,Minion ◆ Vampire Fanatic,Encounter 2,Campaign Deck: Ruin of Thandar,1,Rainer Petter
Ruinos Ambusher,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-196-ruinos-ambusher-green.jpg,,,"Elite <i>(Put this minion into the master’s area.)</i>
Players’ champions enter play expended. <hr> Expend:
Gain 3 Combat.",,6,,Green,Minion ◆ Human Fanatic,Encounter 2,Campaign Deck: Ruin of Thandar,1,Rendi Arrahman
Ruinos Ambusher,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-197-ruinos-ambusher-yellow.jpg,,,"Elite <i>(Put this minion into the master’s area.)</i>
Players’ champions enter play expended. <hr> Expend:
Gain 3 Combat.",,,,Yellow,Minion ◆ Human Fanatic,Encounter 2,Campaign Deck: Ruin of Thandar,1,Rendi Arrahman
Clinging Imp,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-198-clinging-imp-red.jpg,,,"When you play a Necros card, stun this minion. <hr> Expend:
Discard a card that costs 1 Gold or more.",,3,,Red,Minion ◆ Imp,Encounter 2,Campaign Deck: Ruin of Thandar,1,Takashi Tan
Clinging Imp,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-199-clinging-imp-blue.jpg,,,"When you play a Necros card, stun this minion. <hr> Expend:
Discard a card that costs 1 Gold or more.",,,,Blue,Minion ◆ Imp,Encounter 2,Campaign Deck: Ruin of Thandar,1,Takashi Tan
Clinging Imp,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-200-clinging-imp-green.jpg,,,"When you play a Necros card, stun this minion. <hr> Expend:
Discard a card that costs 1 Gold or more.",,,,Green,Minion ◆ Imp,Encounter 2,Campaign Deck: Ruin of Thandar,1,Takashi Tan
Escape!,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-201-escape.jpg,,,"If the master’s deck has been reshuffled this encounter, the master escapes. <i>(You lose the encounter.)</i>",,,,Favored,Action,Encounter 2,Campaign Deck: Ruin of Thandar,1,Shen Fei
Captive,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-202-capture.jpg,,,"You discover someone has been captured by the Ruinos! Go to Chapter 10 of the Adventure Book. <hr> Expend:
Sacrifice the top card of the Ritual, or a Flesh Armor, Shadow, Spike, or Gobbled Up card.",,2,,Blue,Champion ◆ Human,Encounter 3,Campaign Deck: Ruin of Thandar,1,Antonis Papantoniou
Ruinos Chanter,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-203-ruinos-chanter-blue.jpg,,,"Elite <i>(Put this minion into the master’s area.)</i> <hr> Expend:
If the Ruinos Archpriestess is the master, add the top card of the Market deck to the Ritual. Otherwise, gain 4 Combat.",,6,,Blue,Minion ◆ Human Fanatic,Encounter 3,Campaign Deck: Ruin of Thandar,1,Ksenia Kozhevnikova
Ruinos Chanter,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-204-ruinos-chanter-red.jpg,,,"Elite <i>(Put this minion into the master’s area.)</i> <hr> Expend:
If the Ruinos Archpriestess is the master, add the top card of the Market deck to the Ritual. Otherwise, gain 4 Combat.",,,,Red,Minion ◆ Human Fanatic,Encounter 3,Campaign Deck: Ruin of Thandar,1,Ksenia Kozhevnikova
Ruinos Chanter,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-205-ruinos-chanter-yellow.jpg,,,"Elite <i>(Put this minion into the master’s area.)</i> <hr> Expend:
If the Ruinos Archpriestess is the master, add the top card of the Market deck to the Ritual. Otherwise, gain 4 Combat.",,,,Yellow,Minion ◆ Human Fanatic,Encounter 3,Campaign Deck: Ruin of Thandar,1,Ksenia Kozhevnikova
Stone Golem,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-206-stone-golem-red.jpg,,,"Tough <i>(This minion can’t be stunned except by damage.)</i> <hr> Expend:
Gain 5 Combat.",,9,,Red,Minion ◆ Golem,Encounter 3,Campaign Deck: Ruin of Thandar,1,Orjan Svendsen
Stone Golem,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-207-stone-golem-green.jpg,,,"Tough <i>(This minion can’t be stunned except by damage.)</i> <hr> Expend:
Gain 5 Combat.",,,,Green,Minion ◆ Golem,Encounter 3,Campaign Deck: Ruin of Thandar,1,Orjan Svendsen
Fire Pentagram,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-208-fire-pentagram-green.jpg,,,"When the master flips a Red card, this deals 5 damage to you and to each of your champions, then clear this hazard.
When you play a card that costs 5 Gold, clear this hazard.",,,,Green,Hazard,Encounter 3,Campaign Deck: Ruin of Thandar,1,Ren Tu
Fire Pentagram,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-209-fire-pentagram-yellow.jpg,,,"When the master flips a Red card, this deals 5 damage to you and to each of your champions, then clear this hazard.
When you play a card that costs 5 Gold, clear this hazard.",,,,Yellow,Hazard,Encounter 3,Campaign Deck: Ruin of Thandar,1,Ren Tu
Ruinos Zealot,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-210-ruinos-zealot.jpg,,,"Elite <i>(Put this minion into the master’s area.)</i>
When each other fanatic expends for the first time each turn, prepare it. <i>(It expends again.)</i> <hr> Expend:
Gain 6 Combat.",,Guard 6,,Favored,Minion ◆ Human Fanatic,Encounter 3,Campaign Deck: Ruin of Thandar,1,L. Sean
Vexing Imp,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-211-vexing-imp.jpg,,,"Elite <i>(Put this minion into the master’s area.)</i>
When you play two Necros cards in one turn, stun this minion. <hr> Expend:
Discard a random card.",,7,,Favored,Minion ◆ Imp,Encounter 3,Campaign Deck: Ruin of Thandar,1,Takashi Tan
Mastery,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-212-mastery-favored.jpg,,,Favored,,,,Favored,,Mastery,Campaign Deck: Ruin of Thandar,1,Helder Almeida
Mastery,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-213-mastery-blue.jpg,,,Blue,,,,Blue,,Mastery,Campaign Deck: Ruin of Thandar,1,Helder Almeida
Mastery,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-214-mastery-green.jpg,,,Green,,,,Green,,Mastery,Campaign Deck: Ruin of Thandar,1,Helder Almeida
Mastery,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-215-mastery-red.jpg,,,Red,,,,Red,,Mastery,Campaign Deck: Ruin of Thandar,1,Helder Almeida
Mastery,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-216-mastery-yellow.jpg,,,Yellow,,,,Yellow,,Mastery,Campaign Deck: Ruin of Thandar,1,Helder Almeida
Elixir of Endurance,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-217-elixir-of-endurance.jpg,,,"<i>(You have this item for the next encounter only. It begins play in your inventory.)</i>
Sacrifice:
Gain 5 Health.",,,,,Inventory Item ◆ Elixir,Treasure,Campaign Deck: Ruin of Thandar,1,L. Sean
Elixir of Fortune,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-218-elixir-of-fortune.jpg,,,"<i>(You have this item for the next encounter only. It begins play in your inventory.)</i>
Sacrifice:
The next action you acquire this turn costs 1 Gold less.",,,,,Inventory Item ◆ Elixir,Treasure,Campaign Deck: Ruin of Thandar,1,L. Sean
Elixir of Concentration,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-219-elixir-of-concentration.jpg,,,"<i>(You have this item for the next encounter only. It begins play in your inventory.)</i>
Sacrifice:
You may sacrifice a card in your hand.",,,,,Inventory Item ◆ Elixir,Treasure,Campaign Deck: Ruin of Thandar,1,L. Sean
Elixir of Strength,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-220-elixir-of-strength.jpg,,,"<i>(You have this item for the next encounter only. It begins play in your inventory.)</i>
Sacrifice:
Gain 3 Combat.",,,,,Inventory Item ◆ Elixir,Treasure,Campaign Deck: Ruin of Thandar,1,L. Sean
Elixir of Wisdom,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-221-elixir-of-wisdom.jpg,,,"<i>(You have this item for the next encounter only. It begins play in your inventory.)</i>
Sacrifice:
Draw a card, then discard a card.",,,,,Inventory Item ◆ Elixir,Treasure,Campaign Deck: Ruin of Thandar,1,L. Sean
Steel of Karakan,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-222-steel-of-karakan.jpg,,,Sacrifice the top four cards of the market deck. Gain Health equal to the total cost of those cards.,6,,,Imperial,Item ◆ Relic,Market Deck,Campaign Deck: Ruin of Thandar,1,Grzegorz Pedrycz
Tooth of Ingarash,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-223-tooth-of-ingarash.jpg,,,"Gain Combat equal to the number of cards in your discard pile.
Draw a card.",6,,,Wild,Item ◆ Relic,Market Deck,Campaign Deck: Ruin of Thandar,1,Jaime Tayag
Shard of Slaughterclaw,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-224-shard-of-slaughterclaw.jpg,,,Sacrifice the top three cards of the market deck. Gain Combat equal to the total cost of those cards.,6,,,Necros,Item ◆ Relic,Market Deck,Campaign Deck: Ruin of Thandar,1,Shen Fei
Stone of Laughing Shadow,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-225-stone-of-laughing-shadow.jpg,,,Sacrifice the top three cards of the market deck. This card becomes a copy of one of those cards <i>(your choice)</i> until the end of your Main Phase. It is still a Guild Item Relic in addition to the copied card’s faction and types.,6,,,Guild,Item ◆ Relic,Market Deck,Campaign Deck: Ruin of Thandar,1,Melvin Chan
Enthralled Regulars,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-001-enthralled-regulars.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-002-enthralled-regulars-back.jpg,,,"Mastery cards needed: 3
Cards to play: 1
Blue:
Gain 1 Combat. Stun your highest Defense champion. <hr> Green:
Gain 2 Combat. Discard a card. <hr> Red (Favored):
Gain 3 Combat. <hr> Yellow:
Gain 2 Health.
|
Cards to play: 2 <hr> Blue (Favored):
Gain 2 Combat. Stun your highest Defense champion. <hr> Green:
Gain 3 Combat. Discard a card. <hr> Red:
Gain 4 Combat. <hr> Yellow:
Gain 3 Health.",,,1|2,,Master ◆ Starting Health: 50,Master,Campaign Deck: Ruin of Thandar,1,Antonis Papantoniou
Ruinos Zealot,https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-003-ruinos-zealot.jpg | https://www.herorealms.com/wp-content/uploads/2017/09/ROT-EN-004-ruinos-zealot-back.jpg,,,"Mastery cards needed: 3
Cards to play: 1
Blue:
Stun the highest Defense champion among all players. <hr> Green:
Flip again. <hr> Red:
You have -1 Gold this turn. <hr> Yellow (Favored):
Fanatics have +2 Defense this turn.
|
Cards to play: 1 <hr> Blue (Favored):
Stun the two highest Defense champions among all players. <hr> Green:
Flip again. <hr> Red:
You have -2 Gold this turn. <hr> Yellow:
Fanatics have +5 Defense this turn.",,,1|2,,Master ◆ Starting Health: 65,Master,Campaign Deck: Ruin of Thandar,1,L. Sean
